Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Myles Peart-Harris,eng ENG,MF,Brentford,eng Premier League,23-237,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mads Pedersen,dk DEN,MF,Augsburg,de Bundesliga,29-254,6,180,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marcus Pedersen,no NOR,"MF,DF",Torino,it Serie A,25-301,27,1990,12,10,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,30-034,25,1533,30,25,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Pedri,es ESP,MF,Barcelona,es La Liga,23-169,27,1985,32,22,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0
Pedro,es ESP,"FW,MF",Lazio,it Serie A,38-289,27,910,6,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Zé Pedro Figueiredo,pt POR,DF,Cagliari,it Serie A,28-341,22,1637,18,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Adrià Pedrosa,es ESP,"DF,MF",Elche,es La Liga,28-000,24,1049,18,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Adrià Pedrosa,es ESP,"DF,MF",Sevilla,es La Liga,28-000,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,21-087,29,1371,9,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,29-328,24,1463,5,15,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Luca Pellegrini,it ITA,DF,Lazio,it Serie A,27-067,23,1388,15,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,25-073,35,2804,9,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Timothee Pembele,fr FRA,"MF,DF",Le Havre,fr Ligue 1,23-246,13,336,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Faris Pemi Moumbagna,cm CMR,FW,Cremonese,it Serie A,25-316,5,93,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iñaki Peña,es ESP,GK,Elche,es La Liga,27-072,16,1440,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20-286,31,2790,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nicolas Pépé,ci CIV,"MF,FW",Villarreal,es La Liga,30-349,34,2244,21,14,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
Kojo Peprah Oppong,gh GHA,DF,Nice,fr Ligue 1,21-343,28,2335,26,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Peque,es ESP,"MF,FW",Sevilla,es La Liga,23-221,25,919,7,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Everton Pereira,fr FRA,MF,Nice,fr Ligue 1,19-031,3,135,0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mathias Pereira Lage,pt POR,"MF,FW",St Pauli,de Bundesliga,29-164,28,2018,23,16,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ángel Pérez,es ESP,"MF,DF",Alavés,es La Liga,23-257,13,1018,12,6,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,32-288,22,939,10,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Francisco Perez,es ESP,"MF,FW",Rayo Vallecano,es La Liga,23-246,27,1160,9,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Joselu Pérez,es ESP,DF,Getafe,es La Liga,22-062,2,22,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matías Pérez,cl CHI,DF,Lecce,it Serie A,21-030,1,31,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nacho Pérez,es ESP,DF,Levante,es La Liga,17-254,2,80,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,31-126,3,270,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mattia Perin,it ITA,GK,Juventus,it Serie A,33-184,8,675,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Romain Perraud,fr FRA,DF,Lille,fr Ligue 1,28-233,29,2196,29,23,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Lucas Perri,br BRA,GK,Leeds United,eng Premier League,28-154,16,1440,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gaëtan Perrin,fr FRA,"MF,FW",Lille,fr Ligue 1,29-340,11,329,8,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Máximo Perrone,ar ARG,MF,Como,it Serie A,23-126,34,2562,37,20,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Massimo Pessina,it ITA,GK,Bologna,it Serie A,18-139,4,353,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Prosper Peter,ng NGA,FW,Angers,fr Ligue 1,18-277,29,1273,3,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Léo Pétrot,fr FRA,DF,Elche,es La Liga,29-028,31,1571,22,17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Đorđe Petrović,rs SRB,GK,Bournemouth,eng Premier League,26-217,36,3240,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giuseppe Pezzella,it ITA,"MF,DF",Cremonese,it Serie A,28-165,29,2405,31,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Immanuel Pherai,sr SUR,"FW,MF",Hamburger SV,de Bundesliga,25-018,6,35,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,32-073,1,24,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rayan Philippe,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,25-202,27,1223,13,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gabriele Piccinini,it ITA,MF,Pisa,it Serie A,25-037,23,815,13,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Roberto Piccoli,it ITA,FW,Fiorentina,it Serie A,25-106,30,1492,0,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Charles Pickel,cd COD,MF,Espanyol,es La Liga,28-363,22,670,6,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,32-067,36,3240,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,28-116,18,1457,24,25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marvin Pieringer,de GER,FW,Heidenheim,de Bundesliga,26-221,26,1605,14,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nicholas Pierini,it ITA,"FW,MF",Sassuolo,it Serie A,27-280,11,142,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,25-040,35,2440,50,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,25-363,3,27,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,26-359,34,2434,4,2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Thiago Pinar,es ESP,MF,Real Madrid,es La Liga,18-283,8,433,4,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lander Pinillos,es ESP,MF,Alavés,es La Liga,22-219,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,32-349,4,318,5,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Yeremi Pino,es ESP,MF,Villarreal,es La Liga,23-205,2,159,1,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Yeremi Pino,es ESP,"MF,FW",Crystal Palace,eng Premier League,23-205,31,1931,19,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jakub Piotrowski,pl POL,MF,Udinese,it Serie A,28-221,32,1643,25,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Joël Piroe,sr SUR,FW,Leeds United,eng Premier League,26-284,14,228,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Niccolò Pisilli,it ITA,MF,Roma,it Serie A,21-232,23,1205,12,21,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Damián Pizarro,cl CHI,FW,Le Havre,fr Ligue 1,21-046,2,28,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tommaso Pobega,it ITA,MF,Bologna,it Serie A,26-302,24,1301,18,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Paul Pogba,fr FRA,MF,Monaco,fr Ligue 1,33-059,6,119,3,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ernest Poku,nl NED,MF,Leverkusen,de Bundesliga,22-105,29,1482,9,8,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Matteo Politano,it ITA,"MF,FW",Napoli,it Serie A,32-283,33,2121,10,4,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Oumar Pona,fr FRA,GK,Angers,fr Ligue 1,19-326,2,180,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,28-244,33,2804,15,35,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nick Pope,eng ENG,GK,Newcastle United,eng Premier League,34-024,25,2236,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pedro Porro,es ESP,DF,Tottenham Hotspur,eng Premier League,26-242,32,2616,45,30,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Portu,es ESP,"FW,MF",Girona,es La Liga,33-357,10,474,1,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Stefan Posch,at AUT,DF,Como,it Serie A,28-364,14,393,3,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Stefan Posch,at AUT,DF,Mainz 05,de Bundesliga,28-364,15,1350,22,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Freddie Potts,eng ENG,MF,West Ham United,eng Premier League,22-243,22,1171,18,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Kacper Potulski,pl POL,DF,Mainz 05,de Bundesliga,18-206,14,975,13,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Yussuf Poulsen,dk DEN,FW,Hamburger SV,de Bundesliga,31-332,14,320,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Beñat Prados,es ESP,MF,Athletic Club,es La Liga,25-094,2,85,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alexander Prass,at AUT,MF,Hoffenheim,de Bundesliga,24-352,31,1272,22,6,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Matteo Prati,it ITA,MF,Torino,it Serie A,22-136,11,534,2,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matteo Prati,it ITA,MF,Cagliari,it Serie A,22-136,20,1268,12,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abdón Prats,es ESP,FW,Mallorca,es La Liga,33-157,12,113,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,31-124,32,1732,15,15,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ivan Provedel,it ITA,GK,Lazio,it Serie A,32-057,27,2430,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javi Puado,es ESP,"MF,FW",Espanyol,es La Liga,27-353,10,674,2,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marc Pubill,es ESP,DF,Atlético Madrid,es La Liga,22-327,17,1246,13,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Cameron Puertas,ch SUI,MF,Werder Bremen,de Bundesliga,27-268,27,1777,35,18,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Christian Pulisic,us USA,FW,Milan,it Serie A,27-237,28,1549,8,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Aleksa Puric,rs SRB,DF,Atlético Madrid,es La Liga,22-310,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Arkadiusz Pyrka,pl POL,MF,St Pauli,de Bundesliga,23-235,30,2486,22,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jarell Quansah,eng ENG,DF,Leverkusen,de Bundesliga,23-104,27,2209,21,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,22-144,30,2700,27,35,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kenny Quetant,fr FRA,FW,Le Havre,fr Ligue 1,19-300,9,372,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matheo Raab,de GER,GK,Union Berlin,de Bundesliga,27-146,1,90,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dani Raba,es ESP,FW,Valencia,es La Liga,30-196,13,270,4,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,31-040,1,90,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adrien Rabiot,fr FRA,MF,Milan,it Serie A,31-040,27,2370,29,16,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Uroš Radaković,rs SRB,DF,Nantes,fr Ligue 1,32-043,6,101,2,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28-350,36,3240,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ugo Raghouber,fr FRA,MF,Levante,es La Liga,22-304,14,692,9,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ugo Raghouber,fr FRA,MF,Lille,fr Ligue 1,22-304,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,34-217,23,2032,13,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ylber Ramadani,al ALB,MF,Lecce,it Serie A,30-031,35,3031,49,44,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,24-236,31,2790,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Largie Ramazani,be BEL,"MF,FW",Valencia,es La Liga,25-075,24,1148,11,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jacobo Ramón,es ESP,DF,Como,it Serie A,21-127,30,2562,31,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gonçalo Ramos,pt POR,FW,Paris Saint-Germain,fr Ligue 1,24-327,28,1235,12,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Guilherme Ramos,pt POR,DF,Hamburger SV,de Bundesliga,28-275,8,48,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aaron Ramsdale,eng ENG,GK,Newcastle United,eng Premier League,27-364,12,1004,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jacob Ramsey,eng ENG,MF,Newcastle United,eng Premier League,24-350,26,1270,12,9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,27-020,33,2395,24,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,22-297,8,119,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lilian Raolisoa,fr FRA,"MF,DF",Angers,fr Ligue 1,25-331,31,1876,29,13,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Raphinha,br BRA,"MF,FW",Barcelona,es La Liga,29-150,21,1318,6,6,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Marcus Rashford,eng ENG,"MF,FW",Barcelona,es La Liga,28-194,30,1583,8,2,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
Mathias Rasmussen,no NOR,MF,St Pauli,de Bundesliga,28-169,12,693,6,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giacomo Raspadori,it ITA,MF,Atalanta,it Serie A,26-084,11,643,3,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Giacomo Raspadori,it ITA,FW,Atlético Madrid,es La Liga,26-084,12,236,1,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Othniel Raterink,nl NED,DF,Cagliari,it Serie A,20-036,1,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,27-327,32,2696,40,39,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Petar Ratkov,rs SRB,FW,Lazio,it Serie A,22-268,8,233,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Raúl,es ESP,FW,Osasuna,es La Liga,25-191,34,918,13,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
David Raum,de GER,DF,RB Leipzig,de Bundesliga,28-021,30,2553,35,33,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,26-183,17,1470,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David Raya,es ESP,GK,Arsenal,eng Premier League,30-240,36,3240,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rayan,br BRA,MF,Bournemouth,eng Premier League,19-283,13,956,6,6,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Abde Rebbach,dz ALG,"MF,DF",Alavés,es La Liga,27-275,27,1271,16,14,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Federico Redondo,ar ARG,MF,Elche,es La Liga,23-115,11,179,2,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Harrison Reed,eng ENG,MF,Fulham,eng Premier League,31-106,7,94,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luca Reggiani,it ITA,DF,Dortmund,de Bundesliga,18-124,7,421,10,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alejandro Rego,es ESP,MF,Athletic Club,es La Liga,22-336,26,1138,18,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27-288,27,1555,4,11,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Alberto Reina,es ESP,MF,Oviedo,es La Liga,28-246,34,2192,16,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Vitor Reis,br BRA,DF,Girona,es La Liga,20-121,33,2868,30,33,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,23-349,31,2627,42,49,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Nicolai Remberg,de GER,MF,Hamburger SV,de Bundesliga,25-328,31,2790,27,43,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,31-050,35,3150,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Devyne Rensch,nl NED,MF,Roma,it Serie A,23-115,22,1040,15,12,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,21-063,33,2939,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,28-193,26,1118,8,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Oriol Rey,es ESP,MF,Levante,es La Liga,28-077,19,1274,12,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Gio Reyna,us USA,MF,Gladbach,de Bundesliga,23-181,18,496,6,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,22-330,7,389,3,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,26-277,9,509,9,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rodrigo Ribeiro,pt POR,FW,Augsburg,de Bundesliga,21-015,13,600,2,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Samuele Ricci,it ITA,MF,Milan,it Serie A,24-265,30,1289,9,9,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Declan Rice,eng ENG,MF,Arsenal,eng Premier League,27-119,35,3004,31,32,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Chris Richards,us USA,DF,Crystal Palace,eng Premier League,26-046,31,2707,33,42,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,24-109,2,42,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Richarlison,br BRA,"FW,MF",Tottenham Hotspur,eng Premier League,29-003,30,1802,15,7,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Diego Rico,es ESP,DF,Getafe,es La Liga,33-079,28,1758,29,33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Clemens Riedel,de GER,DF,Espanyol,es La Liga,22-298,18,1216,13,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,24-086,31,2253,19,13,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,24-086,3,133,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24-290,4,292,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18-329,16,746,8,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Filippo Rinaldi,it ITA,GK,Parma,it Serie A,23-160,1,90,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Hugo Rincón,es ESP,DF,Girona,es La Liga,23-106,32,1717,31,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Luis Rioja,es ESP,MF,Valencia,es La Liga,32-209,34,2371,21,16,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
Rodrigo Riquelme,es ESP,MF,Real Betis,es La Liga,26-041,24,809,11,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Robin Risser,fr FRA,GK,Lens,fr Ligue 1,21-162,32,2880,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,30-194,5,253,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lars Ritzka,de GER,"MF,DF",St Pauli,de Bundesliga,28-006,21,966,26,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sergi Roberto,es ESP,MF,Como,it Serie A,34-095,18,527,7,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Patrick Roberts,eng ENG,"FW,MF",Sunderland,eng Premier League,29-097,1,28,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,32-063,23,1094,10,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Antonee Robinson,us USA,"DF,MF",Fulham,eng Premier League,28-278,20,1312,27,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joel Roca,es ESP,MF,Girona,es La Liga,20-340,29,1255,10,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Marc Roca,es ESP,MF,Real Betis,es La Liga,29-168,27,1925,29,23,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ryan Rodin,fr FRA,MF,Auxerre,fr Ligue 1,20-072,3,26,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kaden Rodney,eng ENG,"DF,MF",Crystal Palace,eng Premier League,21-218,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,28-203,33,2771,18,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rodri,es ESP,MF,Manchester City,eng Premier League,29-325,20,1421,23,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21-303,32,2042,13,4,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,23-057,2,150,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dani Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,37-341,2,68,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Guido Rodríguez,ar ARG,MF,West Ham United,eng Premier League,32-031,6,180,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Guido Rodríguez,ar ARG,MF,Valencia,es La Liga,32-031,13,1039,22,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,22-321,31,2378,22,26,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jesus Rodríguez,es ESP,MF,Como,it Serie A,20-173,29,1630,16,4,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
Juan Rodríguez,uy URU,DF,Cagliari,it Serie A,20-348,15,1240,26,17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ricardo Rodríguez,ch SUI,DF,Real Betis,es La Liga,33-261,22,1457,12,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rodrygo,br BRA,"MF,FW",Real Madrid,es La Liga,25-124,19,684,8,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Robin Roefs,nl NED,GK,Sunderland,eng Premier League,23-116,33,2970,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Morgan Rogers,eng ENG,MF,Aston Villa,eng Premier League,23-291,36,3190,22,13,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,23-312,2,66,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Merlin Röhl,de GER,MF,Everton,eng Premier League,23-312,14,534,10,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,28-352,5,313,1,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,31-121,31,2576,14,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Leo Román,es ESP,GK,Mallorca,es La Liga,25-311,30,2700,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Miguel Román,es ESP,MF,Celta Vigo,es La Liga,23-138,19,1311,17,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
