Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Zach Abbott,eng ENG,DF,Nottingham Forest,eng Premier League,20-000,3,164,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ali Abdi,tn TUN,"MF,DF",Nice,fr Ligue 1,32-144,21,1097,10,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abner,br BRA,"DF,MF",Lyon,fr Ligue 1,25-351,25,2060,21,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Abdel Abqar,ma MAR,DF,Getafe,es La Liga,27-064,21,1328,16,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Mathieu Acapandié,mg MAD,"MF,DF",Nantes,fr Ligue 1,21-150,6,261,1,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Francesco Acerbi,it ITA,DF,Inter,it Serie A,38-092,17,1288,9,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,20-008,15,587,7,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,28-231,16,795,6,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,23-265,14,763,7,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jonas Adjetey,gh GHA,DF,Wolfsburg,de Bundesliga,22-151,4,137,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David Affengruber,at AUT,DF,Elche,es La Liga,25-055,34,2769,46,47,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,28-330,14,1101,21,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Felix Agu,ng NGA,"DF,MF",Werder Bremen,de Bundesliga,26-228,11,744,14,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diego Aguado,es ESP,DF,Real Madrid,es La Liga,19-095,1,30,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,30-044,16,1396,16,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nayef Aguerd,ma MAR,DF,West Ham United,eng Premier League,30-044,2,180,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honest Ahanor,it ITA,DF,Atalanta,it Serie A,18-079,20,1197,17,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,31-103,17,988,28,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,30-226,8,639,3,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,29-217,18,1588,21,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,20-027,19,1313,11,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24-341,15,870,20,13,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,28-026,26,1729,22,13,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Manuel Akanji,ch SUI,DF,Inter,it Serie A,30-298,33,2821,24,37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,31-084,16,586,6,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,24-170,26,1944,19,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,31-024,7,46,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David Alaba,at AUT,DF,Real Madrid,es La Liga,33-323,9,265,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Raúl Albiol,es ESP,DF,Pisa,it Serie A,40-251,8,500,4,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Omar Alderete,py PAR,DF,Sunderland,eng Premier League,29-138,32,2776,18,36,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,27-218,19,1086,10,13,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Max Alleyne,eng ENG,DF,Manchester City,eng Premier League,20-296,2,135,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,35-136,30,2588,24,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,25-046,1,9,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,31-109,4,333,1,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,22-286,23,1588,11,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,28-094,23,1961,18,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,30-091,16,989,13,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19-299,24,1028,11,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29-347,33,2875,26,34,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,27-123,14,1170,19,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,31-233,31,2485,30,33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,28-063,12,206,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,21-014,6,368,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aaron Anselmino,ar ARG,DF,Strasbourg,fr Ligue 1,21-014,3,16,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29-297,31,2790,41,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kyllian Antonio,fr FRA,DF,Lens,fr Ligue 1,18-129,2,121,3,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23-294,32,2604,60,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,27-067,22,998,10,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29-319,25,2014,28,29,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26-315,25,1436,15,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,21-024,6,187,3,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,23-089,21,1528,11,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,de Bundesliga,25-325,24,1094,15,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,24-022,22,1818,26,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zachary Athekame,ch SUI,"MF,DF",Milan,it Serie A,21-151,25,713,7,4,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Carlos Augusto,br BRA,"MF,DF",Inter,it Serie A,27-126,32,1583,21,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,25-165,22,1832,17,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,29-132,26,2231,20,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36-258,15,1033,17,22,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,fr Ligue 1,24-349,11,807,15,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,26-032,23,1653,19,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,25-048,8,471,5,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,22-043,22,1768,22,25,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Eric Bailly,ci CIV,DF,Oviedo,es La Liga,32-031,13,1054,9,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,28-035,31,2476,40,30,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Luís Balbo,ve VEN,DF,Fiorentina,it Serie A,20-046,4,180,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22-207,25,1656,19,6,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,27-107,25,1911,26,25,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26-233,29,2149,17,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carlos Ballestero,es ESP,DF,Alavés,es La Liga,22-019,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,34-132,12,423,4,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Fodé Ballo-Touré,sn SEN,"DF,MF",Metz,fr Ligue 1,29-130,13,836,16,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,36-018,5,191,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,19-163,22,1695,25,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,25-188,29,2394,29,41,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Davide Bartesaghi,it ITA,"MF,DF",Milan,it Serie A,20-135,29,2261,32,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marc Bartra,es ESP,DF,Real Betis,es La Liga,35-118,25,1978,18,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-235,29,2540,13,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,26-133,28,2354,28,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,27-030,28,2239,39,21,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Elias Baum,de GER,DF,Eintracht Frankfurt,de Bundesliga,20-199,5,75,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Hannes Behrens,de GER,"DF,MF",Heidenheim,de Bundesliga,21-114,15,1228,16,16,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,21-317,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,21-174,4,122,5,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-262,18,1039,6,19,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,24-153,18,1314,11,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Héctor Bellerín,es ESP,DF,Real Betis,es La Liga,31-055,25,1642,13,13,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Jeanuël Belocian,fr FRA,DF,Wolfsburg,de Bundesliga,21-085,13,1164,15,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,21-085,8,292,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carlos Benavídez,uy URU,DF,Alavés,es La Liga,28-044,10,251,6,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,31-027,21,1530,14,18,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Lucas Beraldo,br BRA,"DF,MF",Paris Saint-Germain,fr Ligue 1,22-170,18,1387,16,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,36-092,31,2615,29,34,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-364,28,2237,39,39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nicolò Bertola,it ITA,"DF,MF",Udinese,it Serie A,23-051,26,1686,20,22,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sam Beukema,nl NED,DF,Napoli,it Serie A,27-177,23,1591,17,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,33-057,25,2012,29,16,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Pedro Bigas,es ESP,DF,Elche,es La Liga,35-240,26,1883,19,27,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,27-097,23,1731,13,22,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Cristiano Biraghi,it ITA,"MF,DF",Torino,it Serie A,33-254,14,517,7,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tom Bischof,de GER,"DF,MF",Bayern Munich,de Bundesliga,20-319,25,1212,16,13,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,21-005,8,374,5,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Daley Blind,nl NED,DF,Girona,es La Liga,36-065,31,2606,34,38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-242,9,463,4,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lamare Bogarde,nl NED,"MF,DF",Aston Villa,eng Premier League,22-128,27,981,19,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jayden Bogle,eng ENG,"MF,DF",Leeds United,eng Premier League,25-290,33,2716,40,29,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-325,12,635,8,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,26-044,2,145,1,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javier Boñar,es ESP,DF,Atlético Madrid,es La Liga,20-344,3,269,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giovanni Bonfanti,it ITA,"DF,MF",Pisa,it Serie A,23-116,9,494,6,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,24-132,25,1547,18,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sebastiaan Bornauw,be BEL,DF,Leeds United,eng Premier League,27-052,10,339,3,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Olivier Boscagli,fr FRA,DF,Brighton,eng Premier League,28-176,12,802,11,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sebastián Boselli,uy URU,DF,Getafe,es La Liga,22-160,10,360,12,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sven Botman,nl NED,DF,Newcastle United,eng Premier League,26-121,23,1655,12,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-218,28,2362,33,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rosen Bozhinov,bg BUL,DF,Pisa,it Serie A,21-110,8,520,4,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-308,15,929,15,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,23-320,10,680,6,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,26-192,27,2250,13,38,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Gleison Bremer,br BRA,DF,Juventus,it Serie A,29-056,25,2081,13,28,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Abel Bretones,es ESP,"MF,DF",Osasuna,es La Liga,25-265,27,1558,12,15,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Sascha Britschgi,ch SUI,"MF,DF",Parma,it Serie A,19-259,28,2024,18,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,22-331,32,2566,55,25,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Hugo Bueno,es ESP,"MF,DF",Wolves,eng Premier League,23-237,33,2343,35,33,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Santiago Bueno,uy URU,DF,Wolves,eng Premier League,27-185,27,2373,30,22,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-341,32,2463,22,40,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jan Bürger,de GER,"MF,DF",Wolfsburg,de Bundesliga,19-064,7,247,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-232,1,19,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dan Burn,eng ENG,DF,Newcastle United,eng Premier League,34-004,27,2100,25,19,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,31-156,28,1870,23,33,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Aurélio Buta,pt POR,DF,Eintracht Frankfurt,de Bundesliga,29-092,4,144,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jun'ai Byfield,eng ENG,DF,Tottenham Hotspur,eng Premier League,17-158,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sam Byram,eng ENG,"DF,MF",Leeds United,eng Premier League,32-239,1,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jorge Cabello,es ESP,DF,Levante,es La Liga,22-018,5,362,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34-330,34,3060,23,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Arturo Calabresi,it ITA,DF,Pisa,it Serie A,30-057,24,1369,11,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23-359,24,1583,19,13,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Miguel Calatayud,es ESP,DF,Mallorca,es La Liga,20-017,1,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Fernando Calero,es ESP,DF,Espanyol,es La Liga,30-241,26,2031,16,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29-238,26,2060,14,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dani Calvo,es ESP,DF,Oviedo,es La Liga,32-042,18,1431,12,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adama Camara,fr FRA,"MF,DF",Paris FC,fr Ligue 1,29-207,28,2069,27,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,23-068,31,2628,29,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrea Cambiaso,it ITA,"MF,DF",Juventus,it Serie A,26-082,34,2639,38,20,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Emre Can,de GER,DF,Dortmund,de Bundesliga,32-121,9,621,8,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
João Cancelo,pt POR,DF,Barcelona,es La Liga,31-351,13,844,19,11,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Fali Candé,gw GNB,DF,Sassuolo,it Serie A,28-109,12,509,9,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Simone Canestrelli,it ITA,DF,Pisa,it Serie A,25-244,35,3021,25,30,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jaydee Canvot,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19-288,2,180,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jaydee Canvot,fr FRA,DF,Crystal Palace,eng Premier League,19-288,18,1156,20,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nicolás Capaldo,ar ARG,"DF,MF",Hamburger SV,de Bundesliga,27-241,25,1911,45,35,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Antonio Caracciolo,it ITA,DF,Pisa,it Serie A,35-317,34,2983,44,51,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sergi Cardona,es ESP,DF,Villarreal,es La Liga,26-309,29,1856,30,36,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Fábio Cardoso,pt POR,DF,Sevilla,es La Liga,32-024,4,295,3,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,29-265,17,1213,19,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diego Carlos,br BRA,DF,Como,it Serie A,33-059,26,1940,18,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David Carmo,ao ANG,DF,Oviedo,es La Liga,26-298,22,1786,18,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carmona,es ESP,"DF,MF",Sevilla,es La Liga,24-104,32,2316,37,39,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Álvaro Carreras,es ESP,DF,Real Madrid,es La Liga,23-051,26,2152,18,36,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,34-122,14,777,9,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nicolò Casale,it ITA,DF,Bologna,it Serie A,28-088,12,678,2,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matty Cash,pl POL,DF,Aston Villa,eng Premier League,28-279,33,2879,31,23,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Timothy Castagne,be BEL,"DF,MF",Fulham,eng Premier League,30-159,28,1665,21,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Castrin,es ESP,DF,Sevilla,es La Liga,23-132,17,1182,12,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jonny Castro,es ESP,DF,Alavés,es La Liga,32-071,34,2994,41,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alessio Castro-Montes,be BEL,"MF,DF",Köln,de Bundesliga,28-361,13,604,16,4,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Catena,es ESP,DF,Osasuna,es La Liga,31-197,33,2891,27,32,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Federico Ceccherini,it ITA,DF,Cremonese,it Serie A,34-002,9,476,2,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nidal Celik,ba BIH,DF,Lens,fr Ligue 1,19-300,7,526,9,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zeki Çelik,tr TUR,"MF,DF",Roma,it Serie A,29-085,32,2543,37,19,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Fabien Centonze,fr FRA,"MF,DF",Nantes,fr Ligue 1,30-117,15,736,18,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,28-090,26,2204,19,40,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,20-362,11,655,6,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,26-312,32,2740,22,36,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,31-142,28,2456,18,33,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,28-033,31,2512,30,31,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,25-104,4,240,5,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Arthur Chaves,br BRA,DF,Augsburg,de Bundesliga,25-104,11,829,13,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Samir Chergui,dz ALG,DF,Paris FC,fr Ligue 1,27-096,14,1064,12,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,20-342,15,674,9,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ben Chilwell,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,29-143,20,1598,17,22,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,30-033,12,380,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Víctor Chust,es ESP,DF,Elche,es La Liga,26-069,29,1992,32,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alessandro Circati,au AUS,DF,Parma,it Serie A,22-215,29,2484,22,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dennis Cirkin,lv LVA,DF,Sunderland,eng Premier League,24-037,8,323,5,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
